work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,salary_range,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Architect,92000,USD,92000,"$80,000-$99,999",GB,Remote,GB,M
2023,SE,FT,Data Analyst,92000,USD,92000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,92000,USD,92000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,92000,USD,92000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,92000,USD,92000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Architect,92000,USD,92000,"$80,000-$99,999",GB,Remote,GB,M
2022,SE,FT,Data Scientist,92000,USD,92000,"$80,000-$99,999",US,Remote,US,L
2022,SE,FT,Data Scientist,92000,USD,92000,"$80,000-$99,999",US,Remote,US,L
2024,SE,FT,Data Engineer,92190,USD,92190,"$80,000-$99,999",CA,Remote,CA,M
2024,SE,FT,Data Modeler,92190,USD,92190,"$80,000-$99,999",CA,In person,CA,M
2024,MI,FT,Data Engineer,83024,EUR,92248,"$80,000-$99,999",NL,In person,NL,M
2022,SE,FT,Data Operations Analyst,92250,USD,92250,"$80,000-$99,999",US,In person,US,M
2023,EX,FT,Head of Data,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,EN,FT,Data Engineer,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,EN,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,EN,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,EN,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,Machine Learning Engineer,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,MI,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Data Engineer,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Data Architect,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,Data Engineer,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,SE,FT,Data Analyst,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Data Scientist,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,MI,FT,Data Engineer,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,MI,FT,Computer Vision Engineer,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,MI,FT,Data Engineer,75000,GBP,92280,"$80,000-$99,999",GB,Remote,GB,M
2023,SE,FT,Data Architect,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,BI Developer,75000,GBP,92280,"$80,000-$99,999",GB,In person,GB,M
2024,SE,FT,Data Scientist,92300,USD,92300,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Scientist,75000,GBP,92350,"$80,000-$99,999",GB,In person,GB,M
2022,MI,FT,Data Engineer,75000,GBP,92350,"$80,000-$99,999",GB,Remote,GB,M
2022,SE,FT,Data Analyst,75000,GBP,92350,"$80,000-$99,999",GB,In person,GB,M
2022,SE,FT,Analytics Engineer,75000,GBP,92350,"$80,000-$99,999",GB,In person,GB,M
2022,MI,FT,Data Engineer,75000,GBP,92350,"$80,000-$99,999",GB,In person,GB,M
2022,MI,FT,Data Engineer,75000,GBP,92350,"$80,000-$99,999",GB,Remote,GB,M
2022,MI,FT,Machine Learning Engineer,75000,GBP,92350,"$80,000-$99,999",GB,In person,GB,M
2022,MI,FT,Data Engineer,75000,GBP,92350,"$80,000-$99,999",GB,In person,GB,M
2022,MI,FT,Data Engineer,75000,GBP,92350,"$80,000-$99,999",GB,Remote,GB,M
2024,EN,FT,Data Analyst,92700,USD,92700,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Scientist,92700,USD,92700,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Data Analyst,92700,USD,92700,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Data Analyst,92700,USD,92700,"$80,000-$99,999",US,Remote,US,M
2023,EN,FT,Data Analyst,92700,USD,92700,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Data Engineer,92700,USD,92700,"$80,000-$99,999",US,Remote,US,M
2023,EN,FT,Data Engineer,92700,USD,92700,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Data Analyst,92810,USD,92810,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,92900,USD,92900,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,93000,USD,93000,"$80,000-$99,999",US,Remote,US,M
2024,EN,PT,Data Engineer,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,EN,PT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Engineer,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Machine Learning Engineer,93000,USD,93000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Manager,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,BI Analyst,93000,USD,93000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,Remote,US,L
2022,EN,FT,Data Scientist,93000,USD,93000,"$80,000-$99,999",US,In person,US,M
2021,MI,FT,Data Analyst,93000,USD,93000,"$80,000-$99,999",US,Remote,US,L
2024,MI,FT,Data Scientist,93100,USD,93100,"$80,000-$99,999",US,In person,US,M
2021,MI,FT,Data Engineer,93150,USD,93150,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,83900,EUR,93222,"$80,000-$99,999",ES,Remote,ES,M
2024,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,AI Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,AI Product Manager,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",EG,In person,EG,M
2024,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",EG,In person,EG,M
2024,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",EG,In person,EG,M
2024,SE,FT,ML Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,AI Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,ML Engineer,93300,USD,93300,"$80,000-$99,999",DE,In person,DE,M
2024,SE,FT,Machine Learning Engineer,93300,USD,93300,"$80,000-$99,999",EG,In person,EG,M
2023,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Researcher,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,AI Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,84000,EUR,93333,"$80,000-$99,999",DE,Remote,DE,M
2024,SE,FT,Data Architect,93400,USD,93400,"$80,000-$99,999",AU,In person,AU,M
2024,SE,FT,Data Scientist,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Scientist,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,93400,USD,93400,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Engineer,93500,USD,93500,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93500,USD,93500,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Management Specialist,93593,USD,93593,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,93700,USD,93700,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Analyst,93700,USD,93700,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Engineer,93700,USD,93700,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Integration Specialist,75000,GBP,93750,"$80,000-$99,999",GB,Remote,GB,M
2024,EN,FT,Data Analyst,75000,GBP,93750,"$80,000-$99,999",GB,In person,GB,M
2024,EN,FT,Data Analyst,75000,GBP,93750,"$80,000-$99,999",GB,In person,GB,M
2024,SE,FT,Data Scientist,93800,USD,93800,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,93800,USD,93800,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93800,USD,93800,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Scientist,93800,USD,93800,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Science Practitioner,93900,USD,93900,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Scientist,93918,USD,93918,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Business Intelligence,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Science Consultant,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Business Data Analyst,94000,USD,94000,"$80,000-$99,999",US,Hybrid,US,L
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Architect,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,EX,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",CA,Remote,CA,M
2023,SE,FT,Data Science Consultant,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94000,USD,94000,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Data Analyst,94035,USD,94035,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Engineer,94100,USD,94100,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,94100,USD,94100,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Research Engineer,94100,USD,94100,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,94100,USD,94100,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Research Scientist,94192,USD,94192,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Analytics Engineer,94200,USD,94200,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94300,USD,94300,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,94400,USD,94400,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,94400,USD,94400,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,94400,USD,94400,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Scientist,94400,USD,94400,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,94400,USD,94400,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Specialist,94415,USD,94415,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,85000,EUR,94444,"$80,000-$99,999",IE,Remote,IE,M
2023,SE,FT,Data Engineer,94500,USD,94500,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,94500,USD,94500,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Science Consultant,94500,USD,94500,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Scientist,90000,EUR,94560,"$80,000-$99,999",FR,Remote,FR,M
2021,SE,FT,Machine Learning Engineer,80000,EUR,94564,"$80,000-$99,999",DE,Hybrid,DE,L
2023,SE,FT,Research Analyst,94600,USD,94600,"$80,000-$99,999",US,In person,US,L
2023,EN,FT,Data Analyst,94600,USD,94600,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Data Analyst,94600,USD,94600,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analytics Consultant,94625,USD,94625,"$80,000-$99,999",US,Remote,US,M
2021,SE,FT,Data Science Manager,7000000,INR,94665,"$80,000-$99,999",IN,Hybrid,IN,L
2024,SE,FT,Data Scientist,94700,USD,94700,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,94770,USD,94770,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Analyst,94800,USD,94800,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Developer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Developer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,AI Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Data Operations Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Specialist,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Data Operations Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Science,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Business Intelligence Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Developer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,BI Developer,95000,USD,95000,"$80,000-$99,999",IN,Remote,IN,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,EN,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Developer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",CA,Remote,CA,M
2023,SE,FT,Analytics Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Developer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",PH,In person,PH,M
2023,EN,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Machine Learning Engineer,95000,USD,95000,"$80,000-$99,999",PT,Remote,PT,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,95000,USD,95000,"$80,000-$99,999",CA,Remote,CA,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",CA,Remote,CA,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Business Intelligence Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Quality Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Quality Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Quality Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Quality Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Science Manager,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,95000,USD,95000,"$80,000-$99,999",CA,Remote,CA,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,EN,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",ES,Remote,ES,M
2022,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Scientist,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2020,MI,FT,Business Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Engineer,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Specialist,95000,USD,95000,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data DevOps Engineer,88000,EUR,95012,"$80,000-$99,999",DE,Hybrid,DE,L
2023,SE,FT,Data Analyst,95040,USD,95040,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Science,95100,USD,95100,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Science,95100,USD,95100,"$80,000-$99,999",US,Remote,US,M
