work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,salary_range,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Scientist,183924,USD,183924,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Architect,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Prompt Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Architect,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Applied Scientist,184000,USD,184000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Engineer,184100,USD,184100,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Engineer,184100,USD,184100,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184184,USD,184184,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,184250,USD,184250,"$180,000-$199,999",US,In person,US,M
2023,EX,FT,Director of Data Science,150000,GBP,184560,"$180,000-$199,999",GB,Remote,GB,M
2023,EX,FT,Head of Data,150000,GBP,184560,"$180,000-$199,999",GB,In person,GB,M
2023,SE,FT,Computer Vision Engineer,184590,USD,184590,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184600,USD,184600,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,184662,USD,184662,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Research Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Scientist,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Analytics Engineer,184700,USD,184700,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Research Scientist,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Engineer,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Engineer,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,184800,USD,184800,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,184900,USD,184900,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,184950,USD,184950,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,184950,USD,184950,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Data Analyst,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,SE,FT,Data Analyst,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,SE,FT,Data Science,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Science Lead,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2024,SE,FT,Computer Vision Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",CA,In person,CA,M
2023,MI,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Science,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Architect,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Architect,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,EX,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,EX,FT,Research Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Research Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Architect,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Architect,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Research Analyst,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Analytics Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Research Analyst,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Research Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Infrastructure Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Research Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Analyst,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Science Manager,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2021,SE,FT,Staff Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,Hybrid,US,M
2023,SE,FT,Data Visualization Specialist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,EX,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,L
2023,EX,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,EX,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Analyst,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Research Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Research Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",GB,In person,GB,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Computer Vision Engineer,185000,USD,185000,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,ML Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",MX,Remote,MX,M
2022,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist,185000,USD,185000,"$180,000-$199,999",US,Remote,US,M
2021,SE,FT,Machine Learning Engineer,185000,USD,185000,"$180,000-$199,999",US,Hybrid,US,L
2021,SE,FT,Principal Data Engineer,185000,USD,185000,"$180,000-$199,999",US,Remote,US,L
2023,SE,FT,Data Analyst,185100,USD,185100,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,185100,USD,185100,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,185100,USD,185100,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist,185100,USD,185100,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Data Scientist,185400,USD,185400,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,185400,USD,185400,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Science Manager,185400,USD,185400,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Science,185490,USD,185490,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Analytics Engineer,185700,USD,185700,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,185800,USD,185800,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Data Scientist,185800,USD,185800,"$180,000-$199,999",US,Remote,US,M
2024,EN,FT,Machine Learning Engineer,185800,USD,185800,"$180,000-$199,999",US,Remote,US,M
2024,MI,FT,Machine Learning Engineer,185800,USD,185800,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Engineer,185800,USD,185800,"$180,000-$199,999",CA,Remote,CA,M
2024,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Science Lead,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Science Lead,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,"$180,000-$199,999",US,In person,US,M
